,image_name,popularity_score,partial_faces,is_female,baby,child,teenager,youth,middle_age,senior
7487,10013223_263985287105729_313184794_a,5.006,1,1,-1,-1,-1,1,-1,-1
7488,10013223_297580233731238_2082491983_a,4.704,-1,1,-1,-1,-1,-1,-1,-1
7489,10013223_385482694922899_238421896_a,4.739,-1,-1,-1,-1,-1,-1,-1,-1
7490,10013223_567042626727341_958372038_a,4.085,-1,1,-1,-1,-1,-1,-1,-1
7491,10013223_609472879145611_1879816861_a,6.067,-1,1,-1,-1,-1,1,-1,-1
7492,10013223_611978608884996_611095035_a,3.909,-1,1,-1,-1,-1,-1,-1,-1
7493,10013223_620356961372433_1495708347_a,4.511,-1,1,-1,-1,-1,1,-1,-1
7494,10013223_697890376915711_422907599_a,4.734,-1,1,-1,-1,-1,1,-1,-1
7495,10013224_424737860996400_48790898_a,4.269,1,-1,-1,-1,-1,-1,-1,-1
7496,10013224_498241856942307_236202365_a,4.489,-1,1,-1,-1,-1,1,-1,-1
7497,10013224_505888909515908_1416661674_a,4.784,-1,1,-1,-1,-1,1,-1,-1
7498,10013224_592154897543143_1151954910_a,4.075,-1,1,-1,-1,-1,1,-1,-1
7499,10013224_679884232078410_72195237_a,4.369,-1,1,-1,-1,-1,-1,-1,-1
7500,10013224_695034533897399_1638154953_a,4.146,-1,1,-1,-1,-1,-1,-1,-1
7501,10013224_705662356159259_731322071_a,5.6979999999999995,-1,1,-1,-1,-1,1,-1,-1
7502,10013224_706907922682045_552923666_a,4.612,-1,1,-1,-1,-1,-1,-1,-1
7503,10013224_731933613493935_1925515301_a,5.075,-1,1,-1,-1,-1,-1,-1,-1
7504,10013224_764920990208486_530696959_a,4.748,-1,1,-1,-1,-1,-1,-1,-1
7505,10013224_856068924420325_1820584260_a,4.728,-1,1,-1,-1,-1,-1,-1,-1
7506,10013225_1385939858311912_1923347123_a,3.386,-1,-1,-1,-1,-1,-1,-1,-1
7507,10013225_1493712710850628_199929277_a,4.27,-1,1,-1,-1,-1,-1,-1,-1
7508,10013225_224843201038761_852026244_a,3.636,-1,1,-1,-1,-1,-1,-1,-1
7509,10013225_312674045552755_120808081_a,5.276,-1,-1,-1,-1,-1,-1,-1,-1
7510,10013225_425798207565144_794512035_a,3.5780000000000003,-1,-1,-1,-1,-1,-1,-1,-1
7511,10013225_503161763123333_459299386_a,3.932,-1,1,-1,-1,-1,1,-1,-1
7512,10013225_606049396151214_1193428660_a,4.4,-1,1,-1,-1,-1,-1,-1,-1
7513,10013225_618267431581709_177534214_a,4.5889999999999995,-1,1,-1,-1,-1,-1,-1,-1
7514,10013225_628455323901603_272252100_a,4.132,-1,1,-1,-1,-1,1,-1,-1
7515,10013225_660941223971335_224408904_a,4.263999999999999,-1,1,-1,-1,-1,1,-1,-1
7516,10013225_684403931622078_291473316_a,4.317,1,0,-1,-1,-1,1,-1,-1
7517,10013225_693748987357343_561714293_a,4.329,-1,1,-1,-1,-1,1,-1,-1
7518,10013225_704966926221110_1908398410_a,4.974,-1,1,-1,-1,-1,-1,-1,-1
7519,10013225_731031520251502_969957833_a,4.003,-1,1,-1,-1,-1,-1,-1,-1
7520,10013225_743278939039729_1300684544_a,4.883,-1,-1,-1,-1,-1,-1,-1,-1
7521,10013225_765643540122314_1399452308_a,4.584,-1,1,-1,-1,-1,-1,-1,-1
7522,10013227_1421750124748791_86782790_a,3.342,-1,1,-1,-1,-1,1,-1,-1
7523,10013227_1440898476149373_1389032346_a,4.14,-1,1,-1,1,-1,-1,-1,-1
7524,10013227_1460756040825379_1641309675_a,4.966,-1,-1,-1,-1,-1,-1,-1,-1
7525,10013227_1476129409266357_808643958_a,3.6660000000000004,-1,1,-1,-1,-1,-1,-1,-1
7526,10013227_1486133161615551_159814698_a,3.292,-1,1,-1,-1,-1,-1,-1,-1
7527,10013227_270158083159756_1275137219_a,4.611000000000001,-1,1,-1,-1,-1,-1,-1,-1
7528,10013227_444870385659817_401532219_a,4.316,-1,1,-1,-1,-1,-1,-1,-1
7529,10013227_520360818075420_388774277_a,5.331,-1,1,-1,-1,-1,-1,-1,-1
7530,10013227_589303994481050_1066806338_a,3.525,-1,1,-1,-1,-1,-1,-1,-1
7531,10013230_1397916480486057_2123091852_a,3.7319999999999998,-1,-1,-1,-1,-1,-1,-1,-1
7532,10013230_1409748402626162_1643889826_a,4.9430000000000005,-1,1,-1,-1,-1,-1,-1,-1
7533,10013230_227642240764736_728347928_a,5.141,-1,-1,-1,-1,-1,-1,-1,-1
7534,10013230_228318680696501_1852212604_a,4.18,-1,-1,-1,-1,-1,-1,-1,-1
7535,10013230_272428119602577_194330460_a,3.978,-1,-1,-1,-1,-1,-1,-1,-1
7536,10013230_450267258437246_1632973102_a,3.985,-1,1,-1,-1,-1,-1,-1,-1
7537,10013230_478868655547322_2087418093_a,4.458,-1,-1,-1,-1,-1,-1,-1,-1
7538,10013230_524245967685069_858861482_a,3.9130000000000003,-1,1,-1,-1,-1,-1,-1,-1
7539,10013230_538798729572351_1343478742_a,5.05,-1,1,-1,-1,-1,1,-1,-1
7540,10013230_638382726211155_1178367514_a,4.185,-1,-1,-1,-1,-1,1,-1,-1
7541,10013230_652374484812349_827731138_a,4.916,-1,1,-1,-1,-1,1,-1,-1
7542,10013230_652946834752426_1756229958_a,4.095,-1,1,-1,-1,-1,1,-1,-1
7543,10013230_669876043047949_281046761_a,4.234,-1,1,-1,-1,-1,-1,-1,-1
7544,10013230_692947667410714_1227691975_a,4.824,-1,-1,-1,-1,-1,-1,-1,-1
7545,10013230_774690629209085_388435905_a,5.011,-1,1,-1,-1,-1,-1,-1,-1
7546,10013231_266911126803731_128537577_a,5.111000000000001,-1,-1,-1,-1,-1,-1,-1,-1
7547,10013231_509875809135484_39050283_a,4.309,-1,1,-1,-1,-1,-1,-1,-1
7548,10013231_546154872167445_898365123_a,4.322,-1,1,-1,-1,-1,-1,-1,-1
7549,10013231_614353275309064_1072554865_a,4.564,-1,1,-1,-1,-1,-1,-1,-1
7550,10013231_625438190875258_519769969_a,3.6010000000000004,-1,1,-1,-1,-1,-1,-1,-1
7551,10013231_632012026887867_362371622_a,3.9019999999999997,-1,1,-1,-1,-1,-1,1,-1
7552,10013231_651659274881125_513716148_a,4.401,-1,1,-1,-1,-1,-1,-1,-1
7553,10013231_872445206114533_424939850_a,3.5669999999999997,-1,1,-1,-1,-1,1,-1,-1
7554,10013232_1423186254597432_911315992_a,5.166,-1,1,-1,-1,-1,1,-1,-1
7555,10013232_1455119794724494_2046501709_a,4.779,-1,1,-1,-1,-1,1,-1,-1
7556,10013232_1458223594412292_1944459562_a,6.087000000000001,-1,1,-1,-1,-1,-1,-1,-1
7557,10013232_621012821314293_1699501827_a,4.678,-1,1,-1,-1,-1,-1,-1,-1
7558,10013234_1391207611099840_1389879372_a,5.045,-1,1,-1,-1,-1,-1,-1,-1
7559,10013234_1463992263833837_580812740_a,5.24,-1,1,-1,-1,-1,-1,-1,-1
7560,10013234_1467416670142598_1447653310_a,4.401,-1,1,-1,-1,-1,1,-1,-1
7561,10013234_1469495153268287_811966121_a,4.579,-1,0,-1,-1,-1,-1,-1,-1
7562,10013234_1571285333096778_1123439313_a,4.499,-1,1,-1,-1,-1,1,-1,-1
7563,10013234_226391774225071_1636260263_a,3.7880000000000003,-1,1,-1,-1,-1,-1,-1,-1
7564,10013234_228554904012327_1503755755_a,4.39,-1,1,-1,-1,-1,-1,-1,-1
7565,10013234_243585642491907_1244651189_a,4.058,-1,1,-1,-1,1,-1,-1,-1
7566,10013234_270177073154160_313607874_a,4.107,-1,1,-1,-1,-1,1,-1,-1
7567,10013234_478237258970363_1760809732_a,3.9139999999999997,-1,-1,-1,-1,-1,-1,-1,-1
7568,10013234_478985052228404_1414793808_a,3.859,-1,1,-1,-1,-1,-1,-1,-1
7569,10013234_606568862767772_937028998_a,4.171,-1,-1,-1,-1,-1,1,-1,-1
7570,10013234_614028145342730_682695150_a,3.947,-1,1,-1,-1,-1,-1,-1,-1
7571,10013234_641950162518922_826901129_a,4.242,-1,1,-1,-1,-1,1,-1,-1
7572,10013234_673041839428940_1428830023_a,4.59,-1,1,-1,-1,-1,1,-1,-1
7573,10013234_676230535767389_1006633035_a,5.672999999999999,-1,1,-1,-1,-1,1,-1,-1
7574,10013234_756080487746225_1081187168_a,4.1419999999999995,-1,1,-1,-1,-1,1,-1,-1
7575,10013234_768166893202592_388583637_a,4.281000000000001,-1,1,-1,-1,-1,1,-1,-1
7576,10013237_1440904132821368_402193051_a,4.9239999999999995,-1,1,-1,-1,-1,-1,-1,-1
7577,10013237_531448783642958_1270001283_a,4.422,-1,1,-1,-1,-1,1,-1,-1
7578,10013237_612122868874507_2086512180_a,4.8389999999999995,-1,1,-1,-1,-1,1,-1,-1
7579,10013237_756049817761775_125820552_a,5.502999999999999,-1,1,-1,-1,-1,1,-1,-1
7580,10013238_272907992869841_1635444387_a,4.617,-1,1,-1,-1,-1,1,-1,-1
7581,10013238_596818250432881_2115655708_a,3.701,-1,1,-1,-1,-1,1,-1,-1
7582,10013238_615055348581800_789528074_a,3.6689999999999996,1,1,-1,-1,-1,1,-1,-1
7583,10013238_677489585644411_1154530241_a,4.635,-1,1,-1,-1,-1,1,-1,-1
7584,10013239_1387871414826836_223112549_a,3.252,-1,1,-1,-1,-1,1,-1,-1
7585,10013239_1416486645277944_2096355403_a,4.607,-1,0,-1,-1,-1,1,-1,-1
7586,10013239_1440426616198134_1150651533_a,4.362,-1,1,-1,-1,-1,1,-1,-1
7587,10013239_490291461076511_1858528195_a,4.668,-1,1,-1,-1,-1,1,-1,-1
7588,10013239_509696719140991_1037128658_a,5.052,-1,1,-1,-1,-1,1,-1,-1
7589,10013239_581283138667922_1900748174_a,3.898,-1,1,-1,-1,-1,1,-1,-1
7590,10013239_609310779144963_804785703_a,4.712,-1,1,-1,-1,-1,1,-1,-1
7591,10013239_705953786094283_54710737_a,5.392,-1,1,-1,-1,-1,1,-1,-1
7592,10013239_716824425007360_472018028_a,3.378,-1,1,-1,-1,-1,1,-1,-1
7593,10013239_804039809626154_930587408_a,4.3839999999999995,-1,1,-1,-1,-1,1,-1,-1
7594,10013240_1411274879137270_1253797119_a,4.119,-1,1,-1,-1,-1,1,-1,-1
7595,10013240_1458803157688147_716692332_a,4.496,1,1,-1,-1,-1,1,-1,-1
7596,10013240_451874888279727_1896930213_a,4.377,-1,1,-1,-1,-1,1,-1,-1
7597,10013240_481189948647616_279174664_a,4.135,1,1,-1,-1,-1,1,-1,-1
7598,10013240_577053719059237_1136497074_a,4.2410000000000005,-1,1,-1,-1,-1,1,-1,-1
7599,10013240_602889003121764_1016211426_a,5.101,-1,1,-1,-1,-1,1,-1,-1
7600,10013242_1412269579034945_760028395_a,4.243,-1,1,-1,-1,-1,-1,-1,-1
7601,10013242_490000414458964_1984630704_a,4.648,-1,-1,-1,-1,-1,1,-1,-1
7602,10013242_646830175389964_940886524_a,4.045,-1,1,-1,-1,-1,1,-1,-1
7603,10013242_858824277480556_240567848_a,3.759,-1,1,-1,-1,-1,1,-1,-1
7604,10013245_1416239128636390_1867586422_a,5.09,-1,1,-1,-1,-1,1,-1,-1
7605,10013245_1424216987834026_1781262647_a,3.287,-1,1,-1,-1,-1,1,-1,-1
7606,10013245_208043836071969_2069201114_a,3.321,-1,1,-1,-1,-1,1,-1,-1
7607,10013245_220367114829103_1168611953_a,4.539,-1,1,-1,-1,-1,1,-1,-1
7608,10013245_221412441391444_1144289278_a,3.674,-1,1,-1,1,-1,-1,-1,-1
7609,10013245_255679521277734_1257140526_a,3.575,-1,1,-1,-1,-1,1,-1,-1
7610,10013245_267176943462781_211513985_a,4.008,-1,1,-1,-1,1,-1,-1,-1
7611,10013245_271496003024548_21464712_a,4.534,-1,1,-1,-1,-1,1,-1,-1
7612,10013245_282938451881451_2008394489_a,4.944,1,1,-1,-1,-1,1,-1,-1
7613,10013245_313845128769377_343150248_a,2.4930000000000003,-1,1,-1,-1,-1,-1,-1,-1
7614,10013245_434401703371105_2146523040_a,5.377000000000001,-1,1,-1,-1,-1,1,-1,-1
7615,10013245_444601649016569_407446352_a,4.545,-1,1,-1,-1,-1,-1,-1,-1
7616,10013245_555156947916719_417701041_a,4.3389999999999995,-1,1,-1,-1,-1,1,-1,-1
7617,10013245_574014996029528_539247646_a,4.91,-1,1,-1,-1,-1,1,-1,-1
7618,10013245_631674016908154_1093302276_a,4.481,-1,1,-1,-1,-1,1,-1,-1
7619,10013245_774528195899620_1577535758_a,4.7589999999999995,-1,1,-1,-1,-1,1,-1,-1
7620,10013249_1412275562369167_1603262925_a,5.468999999999999,-1,1,-1,-1,-1,1,-1,-1
7621,10013249_1434652476774536_1125697417_a,4.072,-1,-1,-1,-1,-1,1,-1,-1
7622,10013249_1438750729703320_37695858_a,3.949,-1,1,-1,-1,-1,1,-1,-1
7623,10013249_231153640426584_2020200902_a,5.346,1,1,-1,-1,-1,1,-1,-1
7624,10013249_245245025599848_354547564_a,4.763999999999999,-1,1,-1,-1,-1,1,-1,-1
7625,10013249_366948950113003_1109092907_a,4.596,-1,1,-1,-1,-1,1,-1,-1
7626,10013249_596186003810163_526950038_a,3.727,-1,-1,-1,-1,-1,1,-1,-1
7627,10013249_627457334000423_387395549_a,4.027,-1,1,-1,-1,-1,1,-1,-1
7628,10013249_716676925021656_1778592188_a,3.287,-1,1,-1,-1,-1,1,-1,-1
7629,10013249_750663831618866_654644833_a,4.851,-1,1,-1,-1,-1,1,-1,-1
7630,10013250_1411798442419017_172164243_a,4.12,1,1,-1,-1,-1,1,-1,-1
7631,10013250_1425454871039944_1348090595_a,4.782,-1,-1,-1,-1,-1,1,-1,-1
7632,10013250_1439754082930899_76624143_a,4.052,1,1,-1,-1,-1,1,-1,-1
7633,10013250_227477814110871_1791427371_a,5.08,-1,1,-1,-1,1,-1,-1,-1
7634,10013252_138465632990717_991389778_a,5.191,1,1,-1,-1,-1,1,-1,-1
7635,10013252_1439061383003631_969026709_a,4.575,1,1,-1,-1,1,-1,-1,-1
7636,10013252_147865508733057_754560750_a,4.917,-1,1,-1,-1,-1,1,-1,-1
7637,10013252_1483271781889361_2093594456_a,3.799,-1,-1,-1,-1,-1,-1,1,-1
7638,10013252_221811971346072_1905975433_a,4.425,-1,-1,-1,-1,-1,1,-1,-1
7639,10013252_223842594476964_995303198_a,4.575,-1,1,-1,-1,1,-1,-1,-1
7640,10013252_239435409592730_219347076_a,3.478,1,1,-1,-1,1,-1,-1,-1
7641,10013252_254852651352883_909099155_a,5.485,-1,1,-1,-1,-1,1,-1,-1
7642,10013252_273798516122846_1005342484_a,4.887,1,1,-1,-1,-1,1,-1,-1
7643,10013252_277399859095218_1257502779_a,2.639,-1,1,-1,-1,1,-1,-1,-1
7644,10013252_399482206861716_2035853925_a,4.773,-1,-1,-1,-1,1,-1,-1,-1
7645,10013252_495367303901206_1396832373_a,3.8139999999999996,-1,-1,-1,-1,1,-1,-1,-1
7646,10013252_622768001138534_1218331842_a,5.13,-1,1,-1,-1,-1,1,-1,-1
7647,10013252_658155014237804_2046389997_a,5.136,-1,1,-1,-1,1,-1,-1,-1
7648,10013254_1397691273841761_913240701_a,4.263999999999999,-1,1,-1,-1,1,-1,-1,-1
7649,10013254_1534022170157496_1275743654_a,4.441,-1,-1,-1,-1,-1,1,-1,-1
7650,10013254_261801357324139_1958867704_a,4.404,-1,1,-1,-1,-1,1,-1,-1
7651,10013254_277287842447957_1733614373_a,3.69,-1,1,-1,-1,-1,1,-1,-1
7652,10013254_528217587298928_1171141954_a,4.671,-1,-1,-1,-1,-1,1,-1,-1
7653,10013254_635212746558714_1453503946_a,4.613,-1,1,-1,-1,-1,1,-1,-1
7654,10013254_775156845830704_244144068_a,3.912,-1,1,-1,-1,-1,1,-1,-1
7655,10013254_835580093123904_548359421_a,4.5169999999999995,-1,1,-1,-1,-1,1,-1,-1
7656,10013257_226710174191646_2045048148_a,3.1239999999999997,-1,1,-1,-1,1,-1,-1,-1
7657,10013257_245093482344249_2040015117_a,4.042,1,1,-1,-1,-1,1,-1,-1
7658,10013257_253573011482289_1197003861_a,4.44,1,1,-1,-1,-1,1,-1,-1
7659,10013257_268893033292329_1851325204_a,3.3280000000000003,1,1,-1,-1,1,-1,-1,-1
7660,10013257_370195116456863_1484400479_a,5.147,-1,1,-1,-1,-1,1,-1,-1
7661,10013257_392028397603467_1413432426_a,4.706,-1,1,-1,-1,-1,1,-1,-1
7662,10013257_437524996349938_1479127137_a,3.466,1,1,-1,-1,-1,1,-1,-1
7663,10013257_522685564508341_1637310122_a,4.5169999999999995,-1,1,-1,-1,-1,-1,-1,-1
7664,10013257_618663644868633_1807745691_a,4.343,1,1,-1,-1,-1,1,-1,-1
7665,10013257_630149127062930_1090409_a,4.236000000000001,1,1,-1,-1,1,-1,-1,-1
7666,10013257_695356557173333_560514885_a,3.089,-1,-1,-1,-1,-1,1,-1,-1
7667,10013257_704154246303640_926098761_a,5.335,-1,1,-1,-1,-1,1,-1,-1
7668,10013257_828419250520735_2005944787_a,5.06,-1,1,-1,-1,1,-1,-1,-1
7669,10013258_1396393710638590_708320636_a,5.215,1,1,-1,-1,-1,1,-1,-1
7670,10013258_1408347239431999_1511103300_a,3.6430000000000002,-1,-1,-1,-1,1,-1,-1,-1
7671,10013258_1436965213213744_592821142_a,4.377,-1,1,-1,-1,-1,1,-1,-1
7672,10013258_247461072105501_357927323_a,4.2860000000000005,-1,1,-1,-1,1,-1,-1,-1
7673,10013258_284352715061764_1332403325_a,3.38,1,1,-1,-1,1,-1,-1,-1
7674,10013258_758066124212541_179776574_a,3.6710000000000003,-1,1,-1,-1,1,-1,-1,-1
7675,10013262_1390939354460049_602064016_a,4.761,-1,1,-1,-1,1,-1,-1,-1
7676,10013262_1410856509182722_1097985311_a,4.324,1,1,-1,-1,1,-1,-1,-1
7677,10013262_1417558971836864_1343661323_a,5.011,-1,1,-1,-1,1,-1,-1,-1
7678,10013262_1418311848428242_1781735813_a,3.9760000000000004,-1,-1,-1,-1,1,-1,-1,-1
7679,10013262_1422597521332697_1202798440_a,4.87,-1,1,-1,-1,1,-1,-1,-1
7680,10013262_273019556192173_982827550_a,3.383,-1,-1,-1,-1,-1,1,-1,-1
7681,10013262_432162896927799_2100892112_a,4.584,-1,-1,-1,-1,-1,1,-1,-1
7682,10013262_445558738907753_1925283520_a,4.398,-1,1,-1,-1,-1,1,-1,-1
7683,10013262_660315124016975_1628200551_a,4.127,-1,1,-1,-1,-1,1,-1,-1
7684,10013264_1408848089385881_635027861_a,4.869,1,1,-1,-1,1,-1,-1,-1
7685,10013264_1440405492871396_915881832_a,3.969,1,1,-1,-1,-1,1,-1,-1
7686,10013264_1483908338499846_914908917_a,4.23,-1,1,-1,-1,1,-1,-1,-1
7687,10013264_1484279628467574_1648453069_a,3.852,1,1,-1,-1,-1,1,-1,-1
7688,10013264_387867104688178_1190926807_a,4.013999999999999,-1,1,-1,-1,-1,-1,1,-1
7689,10013264_504774049645525_1161926984_a,4.699,-1,1,-1,-1,-1,1,-1,-1
7690,10013264_598242876934026_1115953241_a,3.2030000000000003,1,-1,-1,1,-1,-1,-1,-1
7691,10013264_684144478288362_1316742621_a,3.298,-1,-1,-1,-1,-1,1,-1,-1
7692,10013264_709530682403016_1959298277_a,3.386,-1,1,-1,-1,-1,1,-1,-1
7693,10013264_722805527739675_1811062455_a,4.3389999999999995,1,1,-1,-1,-1,1,-1,-1
7694,10013264_846581045358289_797292503_a,4.276,1,1,-1,-1,-1,1,-1,-1
7695,10013266_1409050856029612_652656254_a,5.046,-1,1,-1,-1,-1,1,-1,-1
7696,10013266_1437424966498954_115385527_a,3.594,-1,-1,-1,-1,-1,1,-1,-1
7697,10013266_1497249227163575_2105143878_a,4.9,-1,1,-1,-1,1,-1,-1,-1
7698,10013266_251943944993623_835862826_a,4.373,1,1,-1,-1,1,-1,-1,-1
7699,10013266_282215455273916_1195042861_a,4.3469999999999995,-1,-1,-1,-1,-1,1,-1,-1
7700,10013266_282661075232488_759139581_a,3.423,1,1,-1,-1,-1,-1,1,-1
7701,10013266_302587346532627_2039143786_a,4.102,-1,1,-1,-1,-1,1,-1,-1
7702,10013266_389728611167667_1279988856_a,3.8289999999999997,-1,1,-1,-1,-1,1,-1,-1
7703,10013266_806151259414803_353628995_a,3.483,-1,-1,-1,-1,-1,1,-1,-1
7704,10013266_839268362755520_1117039586_a,5.029,-1,-1,-1,-1,-1,1,-1,-1
7705,10013269_1397161657226798_1274698238_a,4.135,-1,1,-1,-1,-1,1,-1,-1
7706,10013269_1410248092576938_738029201_a,4.053999999999999,-1,1,-1,-1,-1,1,-1,-1
7707,10013269_1479238645625871_840799557_a,4.261,1,1,-1,-1,-1,1,-1,-1
7708,10013269_1491826051040688_960477654_a,3.188,-1,-1,-1,-1,-1,1,-1,-1
7709,10013269_231860940339958_478157737_a,4.289,-1,-1,-1,-1,-1,1,-1,-1
7710,10013269_287880468037084_707838073_a,3.844,-1,1,-1,-1,-1,1,-1,-1
7711,10013269_615504428538112_1843660061_a,4.717,1,1,-1,-1,-1,1,-1,-1
7712,10013269_652245278145833_373814389_a,4.569,1,1,-1,-1,-1,1,-1,-1
7713,10013269_825125074168004_2001541882_a,4.537,1,1,-1,-1,-1,1,-1,-1
7714,10013270_1421778734743240_1931050266_a,5.114,1,1,-1,-1,1,-1,-1,-1
7715,10013270_1492904600930696_477249816_a,3.918,-1,-1,-1,-1,-1,1,-1,-1
7716,10013270_225961900935286_1523325848_a,3.932,-1,1,-1,-1,-1,1,-1,-1
7717,10013270_541817062604486_513226824_a,4.546,1,1,-1,-1,1,-1,-1,-1
7718,10013270_549042825208921_1697684901_a,4.302,1,1,-1,-1,1,-1,-1,-1
7719,10013270_561901927240932_894187667_a,4.224,-1,1,-1,-1,-1,1,-1,-1
7720,10013270_584344154996772_188150715_a,4.501,1,1,-1,-1,-1,1,-1,-1
7721,10013270_668794363186704_943250070_a,4.011,1,-1,-1,-1,-1,1,-1,-1
7722,10013273_1440519659524613_556661291_a,2.9589999999999996,1,-1,-1,-1,-1,1,-1,-1
7723,10013274_1388903044723021_645499884_a,3.7310000000000003,-1,1,-1,-1,-1,1,-1,-1
7724,10013274_1389366184676724_467081759_a,5.047,-1,1,-1,-1,-1,1,-1,-1
7725,10013274_1424085591175195_668837171_a,3.7960000000000003,1,1,-1,-1,-1,1,-1,-1
7726,10013274_1486873748198402_558088889_a,4.29,-1,-1,-1,-1,1,-1,-1,-1
7727,10013274_225734460957689_1306315023_a,4.422,1,1,-1,-1,1,-1,-1,-1
7728,10013274_225845404288939_1366636776_a,4.07,-1,1,-1,-1,-1,1,-1,-1
7729,10013274_275116062657788_209484912_a,4.477,-1,1,-1,-1,1,-1,-1,-1
7730,10013274_500650130040954_1521304678_a,5.193,-1,1,-1,-1,-1,1,-1,-1
7731,10013274_614755431951501_186356126_a,4.41,1,1,-1,-1,-1,1,-1,-1
7732,10013274_626207120782253_1055194492_a,3.345,-1,-1,-1,-1,-1,-1,1,-1
7733,10013274_627813240626184_670955831_a,4.606,1,1,-1,-1,1,-1,-1,-1
7734,10013274_704841299568312_624751974_a,3.9360000000000004,-1,-1,-1,-1,1,-1,-1,-1
7735,10013275_1478470795701136_1027280727_a,3.641,-1,1,-1,-1,-1,1,-1,-1
7736,10013275_227327874141995_888589318_a,4.423,-1,1,-1,-1,1,-1,-1,-1
7737,10013275_234768450059077_1762200906_a,4.064,-1,1,-1,-1,-1,1,-1,-1
7738,10013275_317074878446607_2046772488_a,5.231,-1,1,-1,-1,-1,1,-1,-1
7739,10013275_322330934597475_1881080392_a,3.6689999999999996,1,1,-1,-1,-1,1,-1,-1
7740,10013275_534822353294784_629946251_a,4.0,-1,1,-1,-1,-1,1,-1,-1
7741,10013275_564055690375285_1667100895_a,4.742,1,1,-1,-1,-1,1,-1,-1
7742,10013275_638145216259198_937794630_a,4.672,1,1,-1,-1,1,-1,-1,-1
7743,10013275_717580594948105_813224201_a,5.075,1,1,-1,-1,-1,1,-1,-1
7744,10013278_1375281942754705_1561879318_a,4.748,1,1,-1,-1,1,-1,-1,-1
7745,10013278_1434641620116854_1770689990_a,3.6039999999999996,-1,1,-1,-1,-1,1,-1,-1
7746,10013278_243358009201079_984298548_a,4.327,-1,-1,-1,-1,-1,1,-1,-1
7747,10013278_269485456558862_856196518_a,4.541,-1,1,-1,-1,-1,1,-1,-1
7748,10013278_318057841652563_338938426_a,2.8560000000000003,-1,1,-1,-1,-1,1,-1,-1
7749,10013278_384797581662026_937185477_a,4.176,-1,1,-1,-1,1,-1,-1,-1
7750,10013278_449304998533568_26305422_a,4.313,-1,-1,-1,-1,1,-1,-1,-1
7751,10013278_613156955441094_1465980897_a,4.361000000000001,1,1,-1,-1,1,-1,-1,-1
7752,10013278_680401902002295_132549199_a,3.592,-1,-1,-1,-1,-1,-1,1,-1
7753,10013278_720541027989460_656164428_a,4.3069999999999995,-1,1,-1,-1,-1,1,-1,-1
7754,10013278_747369541974507_1189613932_a,3.8280000000000003,-1,1,-1,-1,-1,1,-1,-1
7755,10013278_837145162968796_1151129467_a,5.006,-1,1,-1,-1,-1,1,-1,-1
7756,10013281_1387863858160253_635411123_a,3.8539999999999996,1,1,-1,-1,-1,1,-1,-1
7757,10013281_1410756229188822_1844661566_a,4.537,1,1,-1,-1,-1,1,-1,-1
7758,10013281_1412020645728200_1148711352_a,4.966,1,1,-1,-1,1,-1,-1,-1
7759,10013281_1436788386561103_560672582_a,3.9330000000000003,1,1,-1,-1,-1,1,-1,-1
7760,10013281_1490246797861058_1584779449_a,4.17,1,1,-1,-1,-1,1,-1,-1
7761,10013281_267612800088068_168887822_a,3.908,1,1,-1,-1,1,-1,-1,-1
7762,10013281_277286512431277_592307114_a,4.027,1,1,-1,-1,1,-1,-1,-1
7763,10013281_323532741142477_168365217_a,4.36,-1,1,-1,-1,-1,1,-1,-1
7764,10013281_379051902235084_2067318923_a,4.445,-1,-1,-1,-1,-1,-1,1,-1
7765,10013281_610076595752464_212471219_a,4.8580000000000005,1,1,-1,-1,-1,1,-1,-1
7766,10013281_697280120332434_1422902901_a,4.8660000000000005,-1,1,-1,-1,-1,1,-1,-1
7767,10013281_809859869042014_598050415_a,5.106,-1,1,-1,-1,-1,1,-1,-1
7768,10013281_876998078993896_1300923950_a,4.474,-1,1,-1,-1,1,-1,-1,-1
7769,10013282_1412387679024594_2077027703_a,4.191,-1,1,-1,-1,-1,1,-1,-1
7770,10013282_1480903752126018_628399986_a,4.283,1,1,-1,-1,1,-1,-1,-1
7771,10013282_300057573476943_296037000_a,4.463,1,1,-1,-1,-1,1,-1,-1
7772,10013284_1489890684566256_153695858_a,4.414,-1,-1,-1,-1,-1,1,-1,-1
7773,10013284_818047248209963_1874197031_a,4.2589999999999995,-1,-1,-1,-1,-1,-1,1,-1
7774,10013286_1389121924702130_1505767071_a,3.505,1,1,-1,-1,1,-1,-1,-1
7775,10013286_1397366140539282_1578126462_a,4.477,-1,1,-1,-1,-1,1,-1,-1
7776,10013286_1403493873257636_1527747017_a,4.885,-1,1,-1,-1,1,-1,-1,-1
7777,10013286_1411524022446124_11745792_a,3.647,1,1,-1,-1,-1,1,-1,-1
7778,10013286_1435067210074184_1176805575_a,4.882,-1,-1,-1,-1,1,-1,-1,-1
7779,10013286_1440133446224654_1890722355_a,4.277,-1,-1,-1,-1,1,-1,-1,-1
7780,10013286_1482583101955695_1144409612_a,4.668,1,1,-1,-1,-1,1,-1,-1
7781,10013286_1487418814819318_957409000_a,4.39,-1,1,-1,-1,1,-1,-1,-1
7782,10013286_229535080588371_574945069_a,4.582,-1,1,-1,-1,-1,1,-1,-1
7783,10013286_235141000023954_1650519925_a,4.218999999999999,-1,-1,-1,-1,-1,1,-1,-1
